Date,Adj Close,Close,High,Low,Open,Volume
1980-12-12,0.09848485141992569,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,469033600
1980-12-15,0.09334687888622284,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12221000343561172,175884800
1980-12-16,0.08649538457393646,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.1132809966802597,105728000
1980-12-17,0.08863624185323715,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,86441600
1980-12-18,0.09120604395866394,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,73449600
1980-12-19,0.09677217900753021,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,48630400
1980-12-22,0.10148205608129501,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,37363200
1980-12-23,0.10576450824737549,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,46950400
1980-12-24,0.11133071035146713,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,48003200
1980-12-26,0.12160749733448029,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,55574400
1980-12-29,0.12332016974687576,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,93161600
1980-12-30,0.12032301723957062,0.156808003783226,0.15736599266529083,0.156808003783226,0.15736599266529083,68880000
1980-12-31,0.11689765006303787,0.1523440033197403,0.1529020071029663,0.1523440033197403,0.1529020071029663,35750400
1981-01-02,0.1181822419166565,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,21660800
1981-01-05,0.11561311036348343,0.15067000687122345,0.15122799575328827,0.15067000687122345,0.15122799575328827,35728000
1981-01-06,0.1104743629693985,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,45158400
1981-01-07,0.10576450824737549,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13839299976825714,55686400
1981-01-08,0.10362362861633301,0.13504500687122345,0.13560299575328827,0.13504500687122345,0.13560299575328827,39827200
1981-01-09,0.10918983072042465,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,21504000
1981-01-12,0.10833347588777542,0.141183003783226,0.14229899644851685,0.141183003783226,0.14229899644851685,23699200
1981-01-13,0.10448000580072403,0.13616099953651428,0.1367190033197403,0.13616099953651428,0.1367190033197403,23049600
1981-01-14,0.10490813106298447,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,14291200
1981-01-15,0.10704898834228516,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,14067200
1981-01-16,0.1061926931142807,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,13395200
1981-01-19,0.112615205347538,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,41574400
1981-01-20,0.10918983072042465,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14285700023174286,30083200
1981-01-21,0.11133071035146713,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,15904000
1981-01-22,0.112615205347538,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,35548800
1981-01-23,0.11218703538179398,0.14620499312877655,0.14732100069522858,0.14620499312877655,0.14676299691200256,11222400
1981-01-26,0.1104743629693985,0.1439729928970337,0.1445309966802597,0.1439729928970337,0.1445309966802597,24640000
1981-01-27,0.10961802303791046,0.14285700023174286,0.1439729928970337,0.14285700023174286,0.1439729928970337,23699200
1981-01-28,0.1061926931142807,0.13839299976825714,0.13895100355148315,0.13839299976825714,0.13895100355148315,28156800
1981-01-29,0.10233910381793976,0.1333709955215454,0.13392899930477142,0.1333709955215454,0.13392899930477142,43904000
1981-01-30,0.09677217900753021,0.12611599266529083,0.12723200023174286,0.12611599266529083,0.12723200023174286,46188800
1981-02-02,0.09120604395866394,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11941999942064285,23766400
1981-02-03,0.0946313664317131,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,19152000
1981-02-04,0.09805666655302048,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,27865600
1981-02-05,0.09805666655302048,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,7929600
1981-02-06,0.09848485141992569,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,13865600
1981-02-09,0.09334687888622284,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12276799976825714,16755200
1981-02-10,0.09334687888622284,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,18345600
1981-02-11,0.0903496965765953,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11830399930477142,13843200
1981-02-12,0.0894925594329834,0.11662899702787399,0.1171879991889,0.11662899702787399,0.1171879991889,14560000
1981-02-13,0.08735167980194092,0.11383900046348572,0.11495500057935715,0.11383900046348572,0.11495500057935715,11155200
1981-02-17,0.0894925594329834,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,12275200
1981-02-18,0.09334687888622284,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12165199965238571,19241600
1981-02-19,0.08777987957000732,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11495500057935715,22310400
1981-02-20,0.08307003974914551,0.10825899988412857,0.10881700366735458,0.10825899988412857,0.10881700366735458,24371200
