date,high,low,open,close,volume,adjclose,formatted_date
1430832600,18086.009765625,17905.7109375,18062.529296875,17928.19921875,95340000,17928.19921875,2015-05-05
1430919000,18019.75,17733.119140625,17934.810546875,17841.98046875,100430000,17841.98046875,2015-05-06
1431005400,17973.0703125,17796.939453125,17840.25,17924.060546875,80920000,17924.060546875,2015-05-07
1431091800,18205.23046875,17933.640625,17933.640625,18191.109375,94960000,18191.109375,2015-05-08
1431351000,18199.94921875,18089.109375,18187.779296875,18105.169921875,86050000,18105.169921875,2015-05-11
1431437400,18119.1796875,17924.80078125,18096.16015625,18068.23046875,89270000,18068.23046875,2015-05-12
1431523800,18132.7890625,18039.19921875,18070.369140625,18060.490234375,85180000,18060.490234375,2015-05-13
1431610200,18255.2109375,18062.490234375,18062.490234375,18252.240234375,91580000,18252.240234375,2015-05-14
1431696600,18272.720703125,18215.0703125,18251.970703125,18272.560546875,108220000,18272.560546875,2015-05-15
1431955800,18325.5390625,18244.259765625,18267.25,18298.880859375,79080000,18298.880859375,2015-05-18
1432042200,18351.359375,18261.349609375,18300.48046875,18312.390625,87200000,18312.390625,2015-05-19
1432128600,18350.130859375,18272.560546875,18315.060546875,18285.400390625,80190000,18285.400390625,2015-05-20
1432215000,18314.890625,18249.900390625,18285.869140625,18285.740234375,84270000,18285.740234375,2015-05-21
1432301400,18286.869140625,18217.140625,18286.869140625,18232.01953125,78890000,18232.01953125,2015-05-22
1432647000,18229.75,17990.01953125,18229.75,18041.5390625,109440000,18041.5390625,2015-05-26
1432733400,18190.349609375,18045.080078125,18045.080078125,18162.990234375,96400000,18162.990234375,2015-05-27
1432819800,18154.140625,18066.400390625,18154.140625,18126.119140625,67510000,18126.119140625,2015-05-28
1432906200,18128.119140625,17967.740234375,18128.119140625,18010.6796875,139810000,18010.6796875,2015-05-29
1433165400,18105.830078125,17982.060546875,18017.8203125,18040.369140625,85640000,18040.369140625,2015-06-01
1433251800,18091.869140625,17925.330078125,18033.330078125,18011.939453125,77550000,18011.939453125,2015-06-02
1433338200,18168.08984375,18010.419921875,18018.419921875,18076.26953125,73120000,18076.26953125,2015-06-03
1433424600,18087.150390625,17876.94921875,18072.470703125,17905.580078125,93470000,17905.580078125,2015-06-04
1433511000,17940.779296875,17822.900390625,17905.380859375,17849.4609375,89140000,17849.4609375,2015-06-05
1433770200,17852.349609375,17760.609375,17849.4609375,17766.55078125,86300000,17766.55078125,2015-06-08
1433856600,17817.830078125,17714.970703125,17766.94921875,17764.0390625,90550000,17764.0390625,2015-06-09
1433943000,18045.140625,17765.380859375,17765.380859375,18000.400390625,96980000,18000.400390625,2015-06-10
1434029400,18109.76953125,18001.26953125,18001.26953125,18039.369140625,89490000,18039.369140625,2015-06-11
1434115800,18035.830078125,17857.0703125,18035.830078125,17898.83984375,83760000,17898.83984375,2015-06-12
1434375000,17890.759765625,17698.419921875,17890.759765625,17791.169921875,91920000,17791.169921875,2015-06-15
1434461400,17919.619140625,17774.119140625,17787.4296875,17904.48046875,77510000,17904.48046875,2015-06-16
1434547800,17998.0,17839.650390625,17909.580078125,17935.740234375,92410000,17935.740234375,2015-06-17
1434634200,18174.73046875,17944.609375,17944.609375,18115.83984375,94460000,18115.83984375,2015-06-18
1434720600,18117.7109375,18010.580078125,18116.240234375,18015.94921875,258300000,18015.94921875,2015-06-19
1434979800,18181.669921875,18027.630859375,18027.630859375,18119.779296875,77780000,18119.779296875,2015-06-22
1435066200,18188.810546875,18108.099609375,18121.779296875,18144.0703125,75970000,18144.0703125,2015-06-23
1435152600,18139.099609375,17966.0703125,18139.099609375,17966.0703125,104980000,17966.0703125,2015-06-24
1435239000,18036.099609375,17890.359375,17977.109375,17890.359375,78990000,17890.359375,2015-06-25
1435325400,18013.150390625,17892.029296875,17892.029296875,17946.6796875,158120000,17946.6796875,2015-06-26
1435584600,17936.740234375,17590.55078125,17936.740234375,17596.349609375,116340000,17596.349609375,2015-06-29
1435671000,17714.66015625,17576.5,17599.9609375,17619.509765625,126460000,17619.509765625,2015-06-30
1435757400,17801.830078125,17638.119140625,17638.119140625,17757.91015625,87010000,17757.91015625,2015-07-01
1435843800,17825.490234375,17687.51953125,17763.3203125,17730.109375,83080000,17730.109375,2015-07-02
1436189400,17734.359375,17564.359375,17728.080078125,17683.580078125,90130000,17683.580078125,2015-07-06
1436275800,17793.44921875,17465.6796875,17684.919921875,17776.91015625,105840000,17776.91015625,2015-07-07
1436362200,17759.009765625,17496.220703125,17759.009765625,17515.419921875,69830000,17515.419921875,2015-07-08
1436448600,17764.849609375,17530.380859375,17530.380859375,17548.619140625,100520000,17548.619140625,2015-07-09
1436535000,17797.490234375,17561.119140625,17561.119140625,17760.41015625,85800000,17760.41015625,2015-07-10
1436794200,17987.5703125,17787.26953125,17787.26953125,17977.6796875,86380000,17977.6796875,2015-07-13
1436880600,18072.8203125,17956.169921875,17974.609375,18053.580078125,76740000,18053.580078125,2015-07-14
1436967000,18090.390625,18010.150390625,18053.380859375,18050.169921875,80460000,18050.169921875,2015-07-15
1437053400,18131.609375,18065.330078125,18078.16015625,18120.25,85030000,18120.25,2015-07-16
1437139800,18121.119140625,18032.060546875,18117.580078125,18086.44921875,106510000,18086.44921875,2015-07-17
1437399000,18137.119140625,18064.5,18085.91015625,18100.41015625,75060000,18100.41015625,2015-07-20
1437485400,18096.669921875,17868.33984375,18096.669921875,17919.2890625,100170000,17919.2890625,2015-07-21
1437571800,17919.349609375,17807.41015625,17918.349609375,17851.0390625,112370000,17851.0390625,2015-07-22
1437658200,17860.94921875,17705.029296875,17853.779296875,17731.919921875,88600000,17731.919921875,2015-07-23
1437744600,17756.5390625,17553.73046875,17731.05078125,17568.529296875,103470000,17568.529296875,2015-07-24
1438003800,17561.779296875,17399.169921875,17561.779296875,17440.58984375,117860000,17440.58984375,2015-07-27
1438090200,17650.0703125,17449.810546875,17449.810546875,17630.26953125,103450000,17630.26953125,2015-07-28
1438176600,17776.779296875,17629.19921875,17631.400390625,17751.390625,93140000,17751.390625,2015-07-29
1438263000,17761.25,17640.849609375,17743.240234375,17745.98046875,76650000,17745.98046875,2015-07-30
1438349400,17783.58984375,17671.58984375,17755.869140625,17689.859375,106120000,17689.859375,2015-07-31
1438608600,17704.759765625,17496.609375,17696.740234375,17598.19921875,87880000,17598.19921875,2015-08-03
1438695000,17635.779296875,17505.5,17596.9296875,17550.689453125,99060000,17550.689453125,2015-08-04
1438781400,17661.369140625,17492.900390625,17555.240234375,17540.470703125,102450000,17540.470703125,2015-08-05
1438867800,17572.0390625,17362.859375,17542.609375,17419.75,96170000,17419.75,2015-08-06
1438954200,17414.939453125,17279.080078125,17414.939453125,17373.380859375,81800000,17373.380859375,2015-08-07
1439213400,17629.130859375,17375.1796875,17375.1796875,17615.169921875,92430000,17615.169921875,2015-08-10
1439299800,17593.58984375,17352.630859375,17593.58984375,17402.83984375,103010000,17402.83984375,2015-08-11
1439386200,17423.900390625,17125.810546875,17382.9296875,17402.509765625,120400000,17402.509765625,2015-08-12
1439472600,17481.779296875,17341.33984375,17401.640625,17408.25,88550000,17408.25,2015-08-13
1439559000,17492.900390625,17394.060546875,17410.119140625,17477.400390625,82120000,17477.400390625,2015-08-14
1439818200,17551.400390625,17341.720703125,17472.66015625,17545.1796875,73380000,17545.1796875,2015-08-17
1439904600,17568.400390625,17486.419921875,17537.30078125,17511.33984375,79900000,17511.33984375,2015-08-18
1439991000,17517.189453125,17282.419921875,17508.740234375,17348.73046875,104720000,17348.73046875,2015-08-19
1440077400,17345.3203125,16990.689453125,17345.3203125,16990.689453125,128530000,16990.689453125,2015-08-20
1440163800,16990.689453125,16459.55078125,16990.689453125,16459.75,225170000,16459.75,2015-08-21
1440423000,16459.75,15370.330078125,16459.75,15871.349609375,293920000,15871.349609375,2015-08-24
1440509400,16312.9404296875,15651.240234375,15882.26953125,15666.4404296875,213220000,15666.4404296875,2015-08-25
1440595800,16303.75,15676.259765625,15676.259765625,16285.509765625,208420000,16285.509765625,2015-08-26
1440682200,16666.689453125,16285.509765625,16285.509765625,16654.76953125,171980000,16654.76953125,2015-08-27
1440768600,16669.970703125,16535.1796875,16649.419921875,16643.009765625,131790000,16643.009765625,2015-08-28
1441027800,16632.01953125,16444.05078125,16632.01953125,16528.029296875,141440000,16528.029296875,2015-08-31
1441114200,16528.029296875,15979.9501953125,16528.029296875,16058.349609375,171390000,16058.349609375,2015-09-01
1441200600,16352.580078125,16058.349609375,16058.349609375,16351.3798828125,133480000,16351.3798828125,2015-09-02
1441287000,16550.0703125,16317.3095703125,16364.33984375,16374.759765625,109730000,16374.759765625,2015-09-03
1441373400,16371.759765625,16026.6103515625,16371.759765625,16102.3798828125,127270000,16102.3798828125,2015-09-04
1441719000,16503.41015625,16109.9296875,16109.9296875,16492.6796875,123870000,16492.6796875,2015-09-08
1441805400,16664.650390625,16220.099609375,16505.0390625,16253.5703125,118790000,16253.5703125,2015-09-09
1441891800,16441.939453125,16212.080078125,16252.5703125,16330.400390625,122690000,16330.400390625,2015-09-10
1441978200,16434.759765625,16244.650390625,16330.400390625,16433.08984375,104630000,16433.08984375,2015-09-11
1442237400,16450.859375,16330.8701171875,16450.859375,16370.9599609375,92660000,16370.9599609375,2015-09-14
1442323800,16644.109375,16382.580078125,16382.580078125,16599.849609375,93050000,16599.849609375,2015-09-15
1442410200,16755.98046875,16593.900390625,16599.509765625,16739.94921875,99620000,16739.94921875,2015-09-16
1442496600,16933.4296875,16639.9296875,16738.080078125,16674.740234375,129600000,16674.740234375,2015-09-17
1442583000,16674.740234375,16343.759765625,16674.740234375,16384.580078125,341690000,16384.580078125,2015-09-18
1442842200,16578.599609375,16391.880859375,16406.099609375,16510.189453125,90730000,16510.189453125,2015-09-21
1442928600,16477.44921875,16221.73046875,16477.44921875,16330.4697265625,119010000,16330.4697265625,2015-09-22
1443015000,16355.2900390625,16211.98046875,16332.8095703125,16279.8896484375,86030000,16279.8896484375,2015-09-23
1443101400,16257.1103515625,16016.3603515625,16257.1103515625,16201.3203125,122220000,16201.3203125,2015-09-24
1443187800,16465.23046875,16205.0703125,16205.0703125,16314.669921875,130790000,16314.669921875,2015-09-25
1443447000,16313.259765625,15981.849609375,16313.259765625,16001.8896484375,139930000,16001.8896484375,2015-09-28
1443533400,16118.8896484375,15942.3701171875,16001.759765625,16049.1298828125,121160000,16049.1298828125,2015-09-29
1443619800,16297.599609375,16057.080078125,16057.080078125,16284.7001953125,145740000,16284.7001953125,2015-09-30
1443706200,16348.8701171875,16073.8203125,16278.6201171875,16272.009765625,111420000,16272.009765625,2015-10-01
1443792600,16472.76953125,16013.66015625,16258.25,16472.369140625,136870000,16472.369140625,2015-10-02
1444051800,16798.369140625,16502.099609375,16502.099609375,16776.4296875,127660000,16776.4296875,2015-10-05
1444138200,16865.08984375,16746.029296875,16774.01953125,16790.189453125,120010000,16790.189453125,2015-10-06
1444224600,16963.30078125,16765.0,16805.419921875,16912.2890625,115690000,16912.2890625,2015-10-07
1444311000,17081.279296875,16859.33984375,16904.169921875,17050.75,100730000,17050.75,2015-10-08
1444397400,17110.880859375,17027.23046875,17054.689453125,17084.490234375,103730000,17084.490234375,2015-10-09
1444656600,17139.2109375,17064.580078125,17082.2890625,17131.859375,72500000,17131.859375,2015-10-12
1444743000,17172.810546875,17034.44921875,17113.55078125,17081.890625,99400000,17081.890625,2015-10-13
1444829400,17111.380859375,16887.669921875,17079.080078125,16924.75,120110000,16924.75,2015-10-14
1444915800,17144.419921875,16933.5703125,16944.859375,17141.75,122960000,17141.75,2015-10-15
1445002200,17220.01953125,17107.349609375,17141.75,17215.970703125,145880000,17215.970703125,2015-10-16
1445261400,17235.94921875,17129.189453125,17209.4296875,17230.5390625,118430000,17230.5390625,2015-10-19
1445347800,17264.880859375,17147.990234375,17228.470703125,17217.109375,106670000,17217.109375,2015-10-20
1445434200,17314.990234375,17153.130859375,17225.9296875,17168.609375,107100000,17168.609375,2015-10-21
1445520600,17505.1796875,17180.880859375,17180.880859375,17489.16015625,152420000,17489.16015625,2015-10-22
1445607000,17679.369140625,17525.109375,17525.109375,17646.69921875,158090000,17646.69921875,2015-10-23
1445866200,17660.69921875,17602.509765625,17649.5703125,17623.05078125,116660000,17623.05078125,2015-10-26
1445952600,17635.1796875,17540.5703125,17608.890625,17581.4296875,113960000,17581.4296875,2015-10-27
1446039000,17779.94921875,17556.7109375,17586.689453125,17779.51953125,115630000,17779.51953125,2015-10-28
1446125400,17786.0,17684.720703125,17771.5,17755.80078125,90300000,17755.80078125,2015-10-29
1446211800,17799.9609375,17662.869140625,17756.599609375,17663.5390625,149250000,17663.5390625,2015-10-30
1446474600,17845.900390625,17655.01953125,17672.619140625,17828.759765625,100840000,17828.759765625,2015-11-02
1446561000,17977.849609375,17796.01953125,17819.740234375,17918.150390625,92290000,17918.150390625,2015-11-03
1446647400,17964.119140625,17828.830078125,17929.580078125,17867.580078125,99890000,17867.580078125,2015-11-04
1446733800,17929.509765625,17779.189453125,17871.25,17863.4296875,98910000,17863.4296875,2015-11-05
1446820200,17912.0390625,17768.599609375,17855.220703125,17910.330078125,107450000,17910.330078125,2015-11-06
1447079400,17900.779296875,17667.779296875,17900.779296875,17730.48046875,121210000,17730.48046875,2015-11-09
1447165800,17768.66015625,17657.720703125,17724.130859375,17758.2109375,108640000,17758.2109375,2015-11-10
1447252200,17807.1796875,17696.91015625,17769.5,17702.220703125,95230000,17702.220703125,2015-11-11
1447338600,17691.9296875,17443.5,17691.9296875,17448.0703125,113660000,17448.0703125,2015-11-12
1447425000,17439.25,17238.890625,17439.25,17245.240234375,134640000,17245.240234375,2015-11-13
1447684200,17483.009765625,17210.4296875,17229.939453125,17483.009765625,137590000,17483.009765625,2015-11-16
1447770600,17599.330078125,17451.41015625,17486.990234375,17489.5,167190000,17489.5,2015-11-17
1447857000,17752.16015625,17485.490234375,17485.490234375,17737.16015625,106810000,17737.16015625,2015-11-18
1447943400,17772.970703125,17681.98046875,17739.830078125,17732.75,114630000,17732.75,2015-11-19
1448029800,17914.33984375,17732.75,17732.75,17823.810546875,153140000,17823.810546875,2015-11-20
1448289000,17868.1796875,17751.529296875,17823.609375,17792.6796875,134680000,17792.6796875,2015-11-23
1448375400,17862.599609375,17683.509765625,17770.900390625,17812.189453125,127170000,17812.189453125,2015-11-24
1448461800,17854.919921875,17801.830078125,17820.810546875,17813.390625,82540000,17813.390625,2015-11-25
1448634600,17830.359375,17749.3203125,17806.0390625,17813.390625,82540000,17813.390625,2015-11-27
1448893800,17837.240234375,17719.7890625,17802.83984375,17719.919921875,155560000,17719.919921875,2015-11-30
1448980200,17895.5,17719.720703125,17719.720703125,17888.349609375,103880000,17888.349609375,2015-12-01
1449066600,17901.580078125,17708.19921875,17883.140625,17729.6796875,102860000,17729.6796875,2015-12-02
1449153000,17780.58984375,17425.560546875,17741.5703125,17477.669921875,126990000,17477.669921875,2015-12-03
1449239400,17866.470703125,17482.6796875,17482.6796875,17847.630859375,137650000,17847.630859375,2015-12-04
1449498600,17845.490234375,17639.25,17845.490234375,17730.509765625,99670000,17730.509765625,2015-12-07
1449585000,17703.990234375,17485.390625,17703.990234375,17568.0,113720000,17568.0,2015-12-08
1449671400,17767.689453125,17403.509765625,17558.1796875,17492.30078125,122020000,17492.30078125,2015-12-09
1449757800,17697.740234375,17474.66015625,17493.169921875,17574.75,107310000,17574.75,2015-12-10
1449844200,17574.75,17230.5,17574.75,17265.2109375,134510000,17265.2109375,2015-12-11
1450103400,17378.01953125,17138.470703125,17277.109375,17368.5,142540000,17368.5,2015-12-14
1450189800,17627.630859375,17341.1796875,17374.779296875,17524.91015625,123430000,17524.91015625,2015-12-15
1450276200,17784.359375,17483.6796875,17530.849609375,17749.08984375,123790000,17749.08984375,2015-12-16
1450362600,17796.759765625,17493.5,17756.5390625,17495.83984375,115780000,17495.83984375,2015-12-17
1450449000,17496.580078125,17124.310546875,17495.0390625,17128.55078125,344560000,17128.55078125,2015-12-18
1450708200,17272.359375,17116.73046875,17154.939453125,17251.619140625,114910000,17251.619140625,2015-12-21
1450794600,17451.109375,17242.859375,17253.55078125,17417.26953125,91570000,17417.26953125,2015-12-22
1450881000,17607.919921875,17427.630859375,17427.630859375,17602.609375,92820000,17602.609375,2015-12-23
1450967400,17606.33984375,17543.94921875,17593.259765625,17552.169921875,40350000,17552.169921875,2015-12-24
1451313000,17536.900390625,17437.33984375,17535.66015625,17528.26953125,59770000,17528.26953125,2015-12-28
1451399400,17750.01953125,17547.369140625,17547.369140625,17720.98046875,69860000,17720.98046875,2015-12-29
1451485800,17714.130859375,17588.869140625,17711.939453125,17603.869140625,59760000,17603.869140625,2015-12-30
1451572200,17590.66015625,17421.16015625,17590.66015625,17425.029296875,93690000,17425.029296875,2015-12-31
1451917800,17405.48046875,16957.630859375,17405.48046875,17148.939453125,148060000,17148.939453125,2016-01-04
1452004200,17195.83984375,17038.609375,17147.5,17158.66015625,105750000,17158.66015625,2016-01-05
1452090600,17154.830078125,16817.619140625,17154.830078125,16906.509765625,120250000,16906.509765625,2016-01-06
1452177000,16888.359375,16463.630859375,16888.359375,16514.099609375,176240000,16514.099609375,2016-01-07
1452263400,16651.890625,16314.5703125,16519.169921875,16346.4501953125,141850000,16346.4501953125,2016-01-08
1452522600,16461.849609375,16232.0302734375,16358.7099609375,16398.5703125,127790000,16398.5703125,2016-01-11
1452609000,16591.349609375,16322.0703125,16419.109375,16516.220703125,117480000,16516.220703125,2016-01-12
1452695400,16593.509765625,16123.2001953125,16526.630859375,16151.41015625,153530000,16151.41015625,2016-01-13
1452781800,16482.05078125,16075.1201171875,16159.009765625,16379.0498046875,158830000,16379.0498046875,2016-01-14
1452868200,16354.330078125,15842.1103515625,16354.330078125,15988.080078125,239210000,15988.080078125,2016-01-15
1453213800,16171.9599609375,15900.25,16009.4501953125,16016.01953125,144360000,16016.01953125,2016-01-19
1453300200,15989.4501953125,15450.5595703125,15989.4501953125,15766.740234375,191870000,15766.740234375,2016-01-20
1453386600,16038.58984375,15704.66015625,15768.8701171875,15882.6796875,145140000,15882.6796875,2016-01-21
1453473000,16136.7900390625,15921.099609375,15921.099609375,16093.509765625,145850000,16093.509765625,2016-01-22
1453732200,16086.4599609375,15880.150390625,16086.4599609375,15885.2197265625,123250000,15885.2197265625,2016-01-25
1453818600,16185.7900390625,15893.16015625,15893.16015625,16167.23046875,118210000,16167.23046875,2016-01-26
1453905000,16235.0302734375,15878.2998046875,16168.740234375,15944.4599609375,138350000,15944.4599609375,2016-01-27
1453991400,16102.1396484375,15863.7197265625,15960.2802734375,16069.6396484375,130120000,16069.6396484375,2016-01-28
1454077800,16466.30078125,16090.259765625,16090.259765625,16466.30078125,217940000,16466.30078125,2016-01-29
1454337000,16510.98046875,16299.4697265625,16453.630859375,16449.1796875,114450000,16449.1796875,2016-02-01
1454423400,16420.2109375,16108.4404296875,16420.2109375,16153.5400390625,126210000,16153.5400390625,2016-02-02
1454509800,16381.6904296875,15960.4501953125,16186.2001953125,16336.66015625,141870000,16336.66015625,2016-02-03
1454596200,16485.83984375,16266.16015625,16329.669921875,16416.580078125,131490000,16416.580078125,2016-02-04
1454682600,16423.630859375,16129.8095703125,16417.94921875,16204.9697265625,139010000,16204.9697265625,2016-02-05
